utt_id	spkr_id	lang	text	dur
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	ambelädä fs_k kolkhozlar oldi iš oldi _savetski ui_sayuzda išlir yašerdıh ambu _forma	5.088
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	üčtänä oğlum varıdi biri getti rämätä böyugi	5.134
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	babuškamın anasi gälmıš buraya tah haspahčadan o _armenia täräfındän	5.67
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	išlirıh torpah aldıh äkirıh kartol arpa iš kömäk ederım babama inäkminägınän ištem fs_ya yaširıh	11.061
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	ğalhmıšımğalhali bän dädäläri görmämišım äbäläri görmämišım _nu baba anai görmišım _vsyo onnari	8.52
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	birınji ğarıdan var üč ušaği iki ğız bir oğlan ikınji ğarıdan iki oğli	4.713
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	sora fs_ğız ğarım vosemdesyat säksän dördünji sänädä öldi	6.036
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	ište fs_orda yapımızın üsti torpahıdi yağıš ki yağierdi pečkoda yahierıh bir yandan üstümüzdän su ahier ğurudierıh bir yandan soyuh yağier	9.816
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	bänım _deduškam deduškamın ğardašida bajılarida _toest fs_onnar säkkiz ušahıdılar äp ohunmıš oldular	8.763
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	yaširıh güzäl fs_s šei šei güzäl yaširıh _družni ğardašım böyuk vardır bändän böyuk mamam babam	11.166
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	sora äv yaptılar bašladılar üč oğli varıdi ištem böyulttular kimısi ohudi kimısi ohumadi ävländılär biri getti rassiaya ikısi ğaldi dzalgada	13.88
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	sora elä oldi fs_la yahši yašierdıh	3.642
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	ordanda älä getti urusetä išlämäya	3.175
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	fp_a babamın sağ ojahida kövdä yašierdi	2.74
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	sora chıhtım gäldım tiflisä	2.403
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	orda güzäl yašierdıh möibätli arhein	2.657
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	bänım ataanalar yašerdılar tsalkada	3.707
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B11	B11	cs	_a bänım ärım fs_tsal tsalkaliidi	2.468
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	orda yašamah eyidi	2.51
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	anam babam sora gäldılär šäärä sora bän fs_ol bän gäldım bu dünäya	5.692
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	bänım mamam fs_dmanisis dmanisidän babam tsalkadandır eddikilisädän	10.399
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	onučun ki biz ohuduh fs_ruski urus dilındän školada sorarda gettıh urusetä instituta girdıh urusča ohuduh	10.578
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	_nu ambu dil _eta _kakoito _turetski _dialekt angısıniki _tolka ävdä biz oni išlädirıh	5.629
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	_turetski bir ävdä söilirdıh daa biryanda yoh	3.616
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	oni näblem bän eč _razbirat edämäm oni urusčada söilärım bizım dildändä söilärım	4.851
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_russki bülirıh söilirıh _no _turetski dilın ävdämävdä äp _turetski söilirıh	5.919
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	školada urus fs_dilı biz ohirdıh bir _urok gürjüjä varıdi bir urokta grečeski varıdi aftada öbüri äp biz _na _russkom _yazıke ohirdıh	11.86
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	bu dildä näblem ištem turtsiadan gälmišıh söilirıh bizä an _glavni yahši _russki dildır bänä	5.35
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	cs	bizım fs_dil bizım dilınän gürji dili čoğ _atličatsa eder näsıl ki diem _nemetski _i ruski _nemetski _i _frantsuski	12.446
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	urum	vardır kissälär fs_ü üčtänä	3.247
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	cs	baiburtta fs_var kissä ay konstantin birtänädä čüčük kissä var südli _prazdnik	10.061
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	cs	_pačemu burda nia gettılär burda dad vermierdi _sultanskaya _osmanskaya turtsia _at _vastoka _k persia	7.97
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	jinistır kövun adi angisiki bizım predokların demäsiinän atadädänın sözläriinän duimıšıh ki jinis iki jürä olur demäh	14.277
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	_klub varıdi _kantora varıdi iš varıdi	2.804
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	bizım bizım kövün halhi išlian halhıdi jinisın halhi ui_čoğ ui_išlierdılär	6.33
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	baštan ha bizım sağ tsalkanın rayonunda bizım _škola _slavilas äp bizım fs_hal halh ohirdi	7.02
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	jinis _balšoi böyuk köv	2.851
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	jinis birınji kövdür böyük kövdür	3.975
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	urum	burda urumluh yaširdi özgä millät yašamirdi fp_m urumluh yaširdi	4.344
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	üč adam vardır biri baji ğardaš onun _da ävlänmämiš ikisidä birtänädä täk _atdelni ğanaahli üčtänä adam var öbürlär äp svannarınan ajarlar yašierlär	10.079
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	šindi bu ajarlar gäldılär köti halhta dägıllär _nu _prosta ürägımız yatmir bunnara belä özgätävır bunnarınan	8.157
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	bizım köv burda urum semyasi yaširıh _gdeto igirmi beš _semya öbürlär äp gürjidırlär _a fs_eše šei _ajar	8.108
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	urum	dır	0.326
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	bizım jinis ištem genä jinis ävälki jinis _prosto halhımız köšti biräz gırh ottuz _semya ğaldıh burda sora gäldılär ištem ajarlar	9.459
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	urum	bašköv čoğ güzäl kövdür	2.71
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	eykä göldur orda balıhta dutierdıh	3.438
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	urum	bizım kövdä varıdi školada	2.096
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	güzäl yapılar güzäl güzäl yollar güzäl čamlar	6.629
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	günnäri olerdi äp halh gälerdi	2.97
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B08	B08	urum	eddikilissä čoğ güzäl kövdür	1.982
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	aa orda mm var ee fırınlar	3.37
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	urum	čoğ yahšiidi	0.883
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B11	B11	urum	böyük kövdür	0.922
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	güzäl kövdür	0.942
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B13	B13	urum	orda o sıra čoğ halh yaširdi	3.789
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	bän čoğ čüčügüdüm pr_oki giderdım kövä kövün adi baškövdür	5.953
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B16	B16	cs	eddikilisädä biz gidierdıh eddikilisäya orda yašierdi _deduškam _babuškam	8.866
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A01	A01	russ	@@@	1.631
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A02	A02	cs	_mnogikh yolladılar geri šeya karabılä bindılar gettılär gretsiaya	6.046
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	cs	altın _nu _eta _kilagramov _desyat _pyatnatsat _zolata _i _melnitsu _zdes _pastroil	4.166
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	urum	oralar bizım džinis kövün halhi gäldi ordanda gäldılär kharstan birdä ärzurumdan	8.053
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	russ	@@@	2.876
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	ävländi oldi ušahlari oğli oldi iki oğlan oldi ikidä ğız	9.913
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	ordada _genatsid _že _bıl _turki _genatsid _grekav	4.111
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	urum	mapi yapılar äksiidi yaširdıh sora ettıh täzä yaptıh yapılar	6.075
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	urum	turklar hä aldi turklar	1.931
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	ište ordan gäldi düštülär gürjistana itırdılär dillärıni	3.282
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	russ	_pačemu _mı _prišli _ani _mne _nam _skazali _čto _naši _deti _papali _v _plen _ili _veru _patiryaete _ili _yazık _pateryaete	7.746
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	bizım onnarda dinnärıni istämädılär itırälär dedılär dilımızi biz itırerıh	4.345
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	fs_elä _tısyaču _vasemsot _dvatsat _sedmoi _tısyaču _vasemsot _tridsatıe _godı ğačti gäldlär	5.379
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	bizım familyadan karagezovlardan _pervi adam _eto _bıl karagezov spiridon kharalampovič gäldi buraya	7.944
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	cs	fs_dište torpahlar ište torpahmorpah ište bašladıh yašamaya _traktor mraktorunan	6.014
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	ğarsdan dierlär bizdä onučunda bizä dierdılär ğarslisıs	2.603
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	yolda onnar gälierdılär čoğ čätın	2.661
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	burda yarısi ğaldi burda gürjistanda yarısi getti urusetä stavropol krayina	9.484
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	cs	_i ari ari _variant yoğudi orda ğalalar _i gäldılär burya gruziaya _kankretna tsalkaya ui_tsalkaya_gäldılär	12.236
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	bizım halhada bir urus adam kömäk etti	2.721
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	häp čıhtılar yola	1.651
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B08	B08	urum	ölerdılär ajlıhtan köti olerdılär	4.109
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	niä gäldi näblem pr_šindi yašamah orda kötiidi	4.653
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	čoğ čätınnıh gečtılär čoğ	3.52
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	tsalkada yašierdılär čoğ čätınnığıdi čoğ čätınnıh gördülär	6.62
0003_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B16	B16	urum	bizım halh turtsiadan gäldi tiflisä	4.579
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A02	A02	urum	babam türki čağırırdi edärdi	1.876
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	urum	onun ğabağında čökärıh biz dizä	1.8
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A04	A04	urum	bülirıh belä	0.96
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A05	A05	urum	üč turbine sular doldi	1.82
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A07	A07	urum	dağda maral gäzär telıni darar gäzär	2.699
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A10	A10	urum	gedın dein ğardašıma	1.23
0003_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-B16	B16	urum	bülmerım	0.354
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	cs	äp halhımız egıler kissäya _muzıka ederıh _maladež _tantsuet oinamah etmäh	6.272
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	ahšamdan _maladež toplanier _muzıkai edierlär šei edänäčen čağırmah oinamah	5.133
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	russ	_tselı _den _veselia	1.48
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	igirmi säkkizındä avgustun biz o güni gejädän eğılirıh kissäya	6.53
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	urum	biz girirıh nastayaši kövımızi ederıh bülirıh ki bizım allağın allağımızın anasi meriamanadır mamasi	8.761
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	urum	o güni halh išä getmer gidirlär kissänın ğapısına kissäya mumlari yahirlar	10.139
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	cs	šindikä gidirıh _muzıka dutirıh onnar čalirlar čağırirlär bizdä ahšamdan _maladež oinir	6.018
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	cs	sabahtan ğalhirdıh ğarılarımız _uže gälirdıh _maladyož äp oinamah etmäh ğız ğačırmah dügün etmäh	5.765
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	mum yaherlär ui_birdä _atmečat _muzıka čalir oinirıh	3.321
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	biz meriamanamızi ki edirıh ärvänlidän urumlar gälir ölänktän urumlar gälir eddikissädän gälirlär täkkisädän gälirlär jızğaristan gälirlär tzalgadan gälirlär tiflisdän gälirlär gretsiadan gälirlär ušahlar mašinalarınan gälir ki meriamanai _vstrečat edäh	20.349
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	orda mumlarımızi yahierıh orda egi ički götürierlär stola ğoierlär iän ier	4.657
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	urum	bänım semyam diah ki ğalhirıh gidirıh halhta orda äp eğılirıh ğurbani kimın var götürirıh mumumuzi yahirıh ğurbanımızi fırladirıh käsirıh	9.92
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	urum	fp_ee ğurbani götürär götürür ğurbani käsirıh ğurbani kissänın ğapısında güzäl oturirıh iip ičmäh	8.121
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	gälirlär ärvännidän gälirlär ölänktän gälirlär eddikissädän gälirlär _nu urum kövlär nerdä var gälirlär iip ičmäya	8.9
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	cs	orda mum yahierlär _da namaz edierlär gälierlär ävä	4.75
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	o bändä fs_t bändä tiflistan čoğ halhta urumluh gidierıh äp orya tsalkaya	5.437
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	cs	_pekut birtänä šei yahši fs_ka kada	3.698
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	trabzonda var bir güzäl er meriamana manastiri	4.406
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	keiš orda	1.135
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	cs	buni äp hristiannar _atmečat eder o _prazdniki	2.686
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	oturerlär kissädä meriamanın kissäsındä sabağaačen	3.798
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	bizım halh kövlärdä ärkäš gidier gälierlär šäärlärdän	5.982
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	yumurtalari äroyun boyadierdıh	2.871
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	urum	düz diem gürjülär geri ğalmerlär gürjülär šindik geri ğalmerlär	6.97
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	onnarda bülmerım	2.83
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	cs	ui_bizım fs_bizım bizım gändım ohird ikımızdä ğardašım _da bändä burda ohuduh bu školada ğurtulduh	7.381
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	cs	gäldım išlierdım täkkisädä _nınešni _ne _znayu _kak täkkisädä	9.59
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	russ	_tak _i _ano _budet _da	1.89
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	anam babam äp urum	2.155
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	_da nä diem özgä nä	1.276
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	šindi iki oğlum var yaširlär biri burda gürjistandadır biridä maskvadadır	6.984
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	cs	biše yoh _da köv dä elä	1.415
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	fs_sora _zamuž _vıšla _četıre _rebionok _ražala ište	4.78
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	birınji ğarısi ölmıš	1.303
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	cs	sora bu ğanahlii buldum bu ğanahlii _da buldum karakomdan karakomda buldum	6.232
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	ište anelä anelä fs_š šindi sora sora sora išlädıh biräz kolkhozda išlädıh sora savkhozda išlädıh	5.636
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	eddijanıh ävdä ğardašım vardır biri fs_m burda yašamir rassiada yašier maskvada	6.429
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_deduškam ğırh el stažiinan _agranom _i biz _vrodebi isterıh onun stapalariinän gidäh	6.297
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	šindiačanda ärkäš o _da ävländi gändi semyasına etti bizdä ävländıh bizım semyainan	5.083
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	babam birınji istierdi oki ävlänmäya görsädierdılär ğızlar	4.009
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	iš yoğudi urusetä gidierdıh čalıšerdıh orda išliip gälierdıh burya	5.497
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	_i täzädän fs_on onnarda kövdä yašierdılär	3.497
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	urusettän getti gretsiaya išlämäya	2.75
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	fs_s	0.927
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	tiiflistädä gördüm bir oğlani	2.266
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	ovah čoğ jaalıdıh älä engi ohumami ğurtulmuštum biše elä iš etmierdım	4.43
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	babam anam tsalkada oldular	4.416
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B11	B11	cs	pr_onun fs_a anasi babasida gäldılär šäärä _čtob išlialär	4.004
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	išlierdılär kalkhozdasavkhozda fs_k kamunist sırasi	5.54
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	cs	anam babam čoğ _mučetsa ettılär älä bizi ğıčüstünä ğoidular	4.52
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	bän tiflisdä oldum burda gettım školaya gurtuldum	8.411
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	burda bän išlirdım _agranom sortoučastokta delopraizvodstvada äp käğıdimäğıdi yazerdıh urus dilındän	9.435
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	bu dili _tolka ävdä išlädirıh birbirımızın arasında _a _vasnavnom biz urusča söilirıh elä olir ki ävlä ävlärımızdädä _bolšei _častyu urusča söilirıh birbırımızınän	10.888
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	_turetski alfaviti bülmirıh yohtur _bukva iš urusča šei edirıh ohirdıh edirdıh äp	6.57
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	urum	o dilın bukvasi yoh bišesi yoh	2.11
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	šindi urusčai bän bülirım yahši bülirım ušahlar diah bänım šindi bülmirlär urusčai _no bän bülirım	7.27
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ohudum _russki školadada on klasta ohudum russkia	4.6
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	eč bir söz birbirınä bänzämier	2.66
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	cs	böyuk kissälär vardır biri _vabše böyuk an birtänädä fs_k küčük var _ai haralambos	3.839
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	cs	_ani _vınuždenı _bili _vı _panımaete _vot fs_be _bežat	3.65
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	cs	jinis su o _prazračnaya vadadır birdä jinizi nävädäki yol yoğudi burda	12.076
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	urum	išlip yašerdıh	1.177
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	öbür kovlärın ui_üstünä yaširdılär ey	4.471
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	_balšinstvo _u _nas bizım halh äp _s _vıšim abrazavaniemdır	3.728
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	gidirıh kissäya mäzärä gidirıh šeyandan ištem	5.379
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	_nu nä fs_edäh _da ziaratlarada gäler giderlär bizdä giderıh ziaratlara prahmirıh eč dilımızi šei ettıh fs_ama yaniki oni prahmadıh	10.024
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	školamız var obšepit var su var fs_kis dörtänä kissä var kövümüzdä	6.086
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	daa özgä millät yoğudi urumluh yaširdi urumluğunanda _družni yaširdıh	4.093
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	ovah	0.33
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	_nu onnar šeidän gälmišlär onnar ajariadan čoği onučun ki oldi orda _navadnenie ävlär ču yarısından čoği ehıldi	9.8
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	cs	ajarlari diem ajarlarınan _družno yaširıh ištem dögüšmäh yoh sögmäh yoh ärkäš gändi ui_semyasiinän barabar išlirlär ui_čalıširlär	9.272
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	urum	birınji ki gidien baškövä birınji iki fp_ya yapi var iki yapi bizımıdi	5.731
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	fp_sora ištän iš biräz čätınıdi	4.122
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B04	B04	urum	güzäl ävlär orda fs_durii durierdi čamlar güzäl varıdi	4.882
